author,comment,likes,published_at,comment_id
@pandsrock,"Presidential election coming up, so they need to start it all over again.",273,2024-07-09T20:35:37Z,UgyMrYOHxEQrivLn9rd4AaABAg
@dtaylor939,Give it up... We aint doing this again.,371,2024-07-09T19:21:24Z,UgzQ5fnkaNaa7ya-Qax4AaABAg
@jaytaylor2312,Just in time for the election ,208,2024-07-09T16:49:43Z,UgzZJ9pOFb_u2YNhF494AaABAg
@PHN-2024,"But, but What Happened with the Covid Vaccines and Multiple Boosters?",260,2024-07-09T16:25:45Z,UgxsnhMoSnzMOBkasg14AaABAg
@debianderegg7529,Very informative instructions.  Much easier to follow than the printed instructions that come with the kit.  Thank you.,560,2022-01-13T22:34:28Z,UgxWWwO96rr6N7SZgRt4AaABAg
@katiejohnson2623,Thank you for making this video! When your very sick its hard to think clearly enough to figure anything out.,256,2021-11-30T21:53:15Z,UgzJMpm0WyJQ9DOtsjR4AaABAg
@zs3347,Dont forgot to look depressed when your preforming the test. Its a very important step!,902,2021-10-13T04:31:26Z,UgyzWOmtVJ8MczFs-aZ4AaABAg
@ShafterKali,Carefully read instructions. Im watching this video so I dont have to read the instructions..,260,2021-08-26T01:48:10Z,Ugz_7tFnwP-E3hxN1oZ4AaABAg
@alanvalencia8585,This low key feels like Im doing a pregnancy test,298,2021-08-25T04:33:33Z,UgyCqza7ZATJaSNVmSV4AaABAg
@yoshilu7451,"How has no one talked about Bowen shouting Wait, wheres my wife? After Heidi Thanos snapped herself? ",208,2022-05-17T00:13:53Z,UgxFe0lonZrOQELHyGN4AaABAg
@Technibility,"I died when he said oh you mean when they built a smaller restaurant in the street, how is that outdoors",594,2022-04-11T02:18:34Z,Ugx6k3UlLZeZFN4fMqt4AaABAg
@daniel_8181,I am from Italy and this is so internationally true that I laughed so loud!,590,2022-03-16T19:28:57Z,Ugxc9eruKAO6NiXS2oh4AaABAg
@duswil3934,When the political climate shifts and collaborators pretend they were on the other side all along.,183,2022-03-10T14:48:42Z,Ugyj0JjaA9SvKUvikYV4AaABAg
@Driver_Eddie,I thought comedians were supposed to be the first ones to say the bold thing before anyone else did not the last ones to say something everyone else realized a year ago,356,2022-03-07T11:22:57Z,UgzYvlpAM0ahJZLByJJ4AaABAg
@j37j2,"Next, snl should do a sketch on gas lighting, because theyre so good at it.",370,2022-03-06T04:07:53Z,UgwSav36JoIYTcIiW0x4AaABAg
@moisesrosario433,It would have been funny if they had come out with this sketch a year ago.,905,2022-03-06T03:29:09Z,Ugwaho3AHUoFVviO80l4AaABAg
@danielbell4007,Brendan Fraser laughing was by far the funniest part. It stood alone.,241,2022-03-04T06:12:19Z,Ugwkf5_O9SPuGXGGGMp4AaABAg
@terregales7203,Nothing says trust the science like you cant sue us if something goes wrong ,434,2022-03-02T20:23:38Z,UgzR7dWMKT3jjgFQVHd4AaABAg
@skatefan9495,"I have had these conversations in real life. Once, a friend stuck her fingers in her ears and ran out of the room.",248,2022-03-02T18:49:38Z,Ugx7Sf47L4_gkLs7rHd4AaABAg
@anthonyaccomazzo3231,The reason everyone around the table is wincing at discussion topics is because the media incl SNL drew sharp boundaries around acceptable opinions,329,2022-03-02T14:45:45Z,UgwDDEjZs0aHFwE2VgZ4AaABAg
@marquis2831,Id have so much more respect for SNL if they did something like this a year agothey mustve gotten the midterm elections memo.,694,2022-03-02T10:50:35Z,Ugz8miRdOfQ4n8fXjWZ4AaABAg
@garrett1307,Whats messed up is 10 seconds ago this would have been considered misinformation and banned,777,2022-03-02T01:50:29Z,UgyGrhMhsCqmPrjlNWZ4AaABAg
@isaacsumner,Imagine being a comedian who didnt joke about things that might displease the government.,351,2022-03-01T22:12:38Z,UgxtJXse-z4YPlNbxm94AaABAg
@sticksnstones7716,"Hey, remember all those far right people saying all of this for the last 2 years.yea, that was awesome",155,2022-03-01T21:51:38Z,UgyGyoslAWeYAh8ikn54AaABAg
@recker18,A buddy of mine once said wearing a mask to enter a restaurant and then taking it off at the table is like choosing which section of the pool to piss in,1225,2022-03-01T19:56:44Z,UgwDspyl-PdmHSh4Pn54AaABAg
@nathanweisser,"Just so the historians know, SNL made these jokes approximately 2 years after it was actually meaningful or brave to make these jokes.",2607,2022-03-01T18:44:22Z,UgxP8UEhR7pwfkWEhoN4AaABAg
@birch5757,"What it really boils down to is that people hate admitting theyre wrong, and the dumber they are, the more they hate admitting it.",2750,2022-03-01T17:28:11Z,UgyAMwu5WppUcoG4yRJ4AaABAg
@TNTspaz,"Ah yes, the we gaslight you for a year but are totally on your side joke. Laughing all the way to the moon",386,2022-03-01T16:27:10Z,UgzMB6CJpjlgwlsrXFl4AaABAg
@ranndino,I remember walking in the park without a mask in 202021 after doing some research on how likely it was to catch outside and people used to look at me like Im a mass murderer and dart around me on the glass at 10 feet distance. The same people who always proudly claim they believe in science.,292,2022-03-01T16:09:13Z,UgwLxvmgCWQlEA80nIF4AaABAg
@andrewhall156,"My favorite was the drivethru Starbucks barista that wouldnt hand a customer their order without a mask, but WOULD hand the customer a mask to put on so he could hand the customer her beverage. ",652,2022-03-01T16:02:11Z,UgxZoa7GvbqauFZS8Rh4AaABAg
@adeolaola4516,Yesterdays crazy conspiracy theory is todays comedy sketch.,2714,2022-03-01T16:00:07Z,UgyMcAQlL90Eo7CN_0J4AaABAg
@quintinnunn1392,Imagine being wrong for 2 years and ruining peoples livelihoods and at the moment it no longer matters saying something as if youre being brave.  Cowards at the highest form.,262,2022-03-01T15:44:15Z,UgxWofupbaWRqHdVgih4AaABAg
@povertyspec9651,I will NEVER forget the absolute BS of the last two years!,161,2022-03-01T15:25:40Z,UgxLieMLka-GtXP6upN4AaABAg
@EthioMod,Just in time for the midterms.,2694,2022-03-01T14:13:04Z,UgylsvcM3uXntioM4jp4AaABAg
@scottmitchell1974,"Parks, State Parks, Federal Parks and beaches were closed andor you had to wear masks OUTSIDE in many places. SNL needs to have about twodozen more skits like this to even begin to put a dent into the insanity they helped promote.",543,2022-03-01T13:23:00Z,Ugwjkx4HdoqmrKdrMEF4AaABAg
@ryan6066,"Wouldve been funnier if they did this a year ago, when people were going insane.",379,2022-03-01T11:39:10Z,Ugws_jqzOoiT9D7afDt4AaABAg
@jacobiwankenobi007,This skit wouldve honestly been hilarious if the writers had thought it up a year ago.,170,2022-03-01T04:51:26Z,UgwkGhD4RzyjRv5yDDx4AaABAg
@JonezBBQ,Werent they like genuinely shaming people for this exact same stuff less than a  year ago? Now theyre trying to make a joke about it?,258,2022-03-01T04:28:41Z,Ugz8dwdj74x9hY9gpnZ4AaABAg
@austinhuffman6488,I love how you can see them openly mocking our suffering these past 2 years.,793,2022-03-01T04:21:36Z,UgzvAtpn4i-nGG8fCfN4AaABAg
@mattemattics5667,SNL acting like they werent advocating for masks the entire time.,341,2022-03-01T03:08:38Z,Ugy56r5LCeJr1B2faZR4AaABAg
@jamesgroce3125,Question was the live SNL audience required to wear a mask during the filming of this skit?,1110,2022-02-28T16:39:19Z,UgwPCZCThSuJ7xz308R4AaABAg
@66ft,"If this would have came out a year ago it would have been topical, edgy and funny.",338,2022-02-28T08:56:59Z,Ugz1oPhDa2AZq7tpz3J4AaABAg
@rgerber,When Kates elevator door closed she was visibly shaking from laughter i guess.,162,2022-02-28T01:39:54Z,UgwlvP3r0lQ9gVxvjPJ4AaABAg
@Shernicet,"When I make a mistake at work, I dont get to say the science changed.  Facts",601,2022-02-28T01:34:35Z,UgzkU5qNbrIoTrXZ2yN4AaABAg
@joshuaspolar677,Man its so funny when people jokingly admit they were wrong 2 years after ruining the lives of so many people. Good job!,224,2022-02-28T00:47:58Z,UgzaOFU1F23MeXTcROx4AaABAg
@stevenfoster9402,So can we all agree that wearing a mask 10 feet to your table at the restaurant and then taking it off for the next 45 minutes was the most ridiculous thing ever or no,8745,2022-02-27T20:27:09Z,Ugy6PFxigFFJ5vU5oop4AaABAg
@Dos0718,Funny that last year this wouldve caused them to get canceled.,259,2022-02-27T20:18:01Z,Ugzs_axv78CM1L6pCix4AaABAg
@philhersh,Its like listening to your late developing eightyearold finally learn to tie his shoes after two years.,413,2022-02-27T18:23:40Z,Ugwv-hdCXQ_l2hZnu3N4AaABAg
@katherinewells3099,Brilliant how they put together all the different emotions about Covid.,399,2022-02-27T17:00:51Z,UgyizknRvV7f0LwwBit4AaABAg
@bieassialaw6832,"This is a legit topic and this is how people act, privately or on the job",769,2022-02-27T16:32:09Z,Ugy8v3eEM6DoulhnjNt4AaABAg
@zackhample,"Ahh, yes, outdoor dining. ",1180,2022-02-27T15:59:32Z,Ugz_M0DdMv58BfRLWFZ4AaABAg
@muffintop420,We dont have to wash our hands anymore do we? Ha ha ha I never did.,172,2022-02-27T15:21:26Z,UgygyX25hYWOz6ZRCn94AaABAg
@robertbeining141,LOVED IT.  God knows we all need and deserve many many good laughs about the craziness of our lives over the last 2 years.  Great sketch folks!,220,2022-02-27T15:01:23Z,Ugzv-AcoZsEHWpz3NdV4AaABAg
@judithbrandon8845,Ive waited two years for this sketch. Truth is funnier than fiction.  Well done and props to the prop people!,1061,2022-02-27T13:55:06Z,UgwkVu8KgqxnOnCpIQt4AaABAg
@globbyakaweirdjellyguy954,"Love that Kate actually said self careful, dont and this is the end of me to herself.",2098,2022-02-27T12:40:27Z,UgzlDFoBkeE9i1BDs614AaABAg
@JoshuaWillis89,"Bowen shouting, wheres my wife?! at the end was a nice touch.",1204,2022-02-27T09:51:04Z,UgzgW0uolloxdkjWUaN4AaABAg
@t.ferguson,"For everyone that salts SNL for being so liberal, this was a pretty evenhanded sketch. Well done!",364,2022-02-27T08:46:23Z,UgwEs4ib8dVhdczLRup4AaABAg
@sushigod101,Heidi gleefully snapping herself away is easily my new favorite GIF,1590,2022-02-27T08:32:27Z,Ugz9hoZGqYor1aYfSv54AaABAg
@bananawal8215,The props department really worked overtime for this skit,1499,2022-02-27T08:05:40Z,UgwAeHS_oO9iDni-_Op4AaABAg
@rockyxbautista,the random insert shot of Brendan Fraser LOL,238,2022-02-27T07:40:35Z,UgyLiDpdvr92wyjuQCB4AaABAg
@shaboodle,"Finally, the I love turtles kid can get a well deserved comeback.",4698,2022-02-27T07:36:22Z,Ugwq4l5dXZuRbydoAld4AaABAg
@EricaGamet,Kates callback to the sketch where she had a theater proscenium with the curtain that closed over her face! ,278,2022-02-27T07:36:15Z,UgynJ6G1iXWnefczU494AaABAg
@ivyinabottle,"Love that Heidi, who brought it up in the first place, Thanosed herself immediately when the convo got sticky",5183,2022-02-27T07:36:14Z,UgzjRgqrhIE4pQkhnhJ4AaABAg
@billyeveryteen7328,"I love that you can see Kate break when she closes the tiny elevator doors. Also, why was the original deleted?",226,2022-02-27T07:29:52Z,UgwlbYH-gHaZ5KXDqFx4AaABAg
@kurzgesagt,Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love.,4833,2021-03-18T16:49:11Z,Ugx8copKSz6iuVkm2P54AaABAg
@Chopchopok,"Its so frustrating to see this information laid out up front, and knowing how the public responded to the pandemic over the next few years.",1643,2022-12-14T14:17:33Z,Ugz9nmifKYHJhh9GRkB4AaABAg
@anshlakhani9415,"I remember watching this a few years ago, thinking about the uncertainty of what will happen. Now, my school has told me to do a project on it. Man, time flies.",1232,2022-11-02T09:18:24Z,Ugzzs5oSMoSOrNWi9G54AaABAg
@d.cortens8734,"This video made me feel thankful, yet existential for the fact I tuned in out of some kind of nostalgia. I had COVID twice, Delta and Omicron. Props to my immune system, I hope they dont unionize.",204,2022-07-28T02:45:52Z,Ugwcak7sd6LDhIZlusB4AaABAg
@isealyou8453,I love how much uncertainty is in this video cause it was simply not known well enough and now we almost pretty much know how this all turned out,161,2022-07-10T15:15:47Z,UgyoASW1XFkWARm59Xd4AaABAg
@hamstermunchies5558,"Its interesting how much the symptoms vary. For me I had bad thirst, feeling like there is water in my ears and very severe body pain, especially in my back. If it wasnt for a positive test I wouldnt of thought I had covid at all",450,2022-03-30T17:34:21Z,Ugx3l3AmPhC8wiXmZGR4AaABAg
@gildedthrone6128,Infinetly better than how the general media explained it.,493,2022-02-01T22:45:38Z,Ugz7_itTfgDlMGgHX-54AaABAg
@FluxSonic,"Would love to see a new video about everything happening today. How viruses get variants, how variants can spread, and the dangers of using only vaccines to combat a pandemic as a sort of silver bullet strategy.",2018,2021-12-22T08:53:24Z,Ugx6evE7F_8zNkoOfnR4AaABAg
@alexander1989x,"We can either have a fast pandemic, or a slow one.",1277,2021-12-19T18:19:38Z,UgxEbHnLJ66_bbbVgAV4AaABAg
@mineshnissanka7139,Can we please get a part 2? I think weve learned more during the previous year,267,2021-09-27T03:56:43Z,UgwyyttA-aFDFWJ1rm54AaABAg
@trendgaming3924,"Speaking from a late2021 POV, we all underestimated one thing  human stupidity",640,2021-09-12T02:43:38Z,Ugwj_IXQryzlQ3JcUPZ4AaABAg
@4X4NAV,A slow pandemic will not be remembered by the history books,1220,2021-09-04T14:08:11Z,Ugym_GGvslC8j_r5llh4AaABAg
@simonmichaels8765,I would love to Kurzgesagt to make a second Coronavirus video  talking about where we are at now almost 2 years later with vaccines. I used this video as part of my PAC training for staff. Good job Kurzgesagt.,900,2021-09-04T03:01:39Z,UgxHUmOSY9GMAq4_mAJ4AaABAg
@AGA-q3f,"the pandemic has 2 futures, fast or slow",823,2021-08-16T11:04:52Z,UgwXaSyz70MP95M4wnZ4AaABAg
@kaleb749,"We can either have a fast pandemic, or a slow one",3548,2021-08-15T23:40:44Z,UgzzAP_yE8Sc9ZuOOBx4AaABAg
@TheKialish,"Watching this over a year later is depressing and painful. The information is very cool though, to understand what the virus does",256,2021-08-10T12:37:44Z,Ugx8OMh52Yszi8g0MeV4AaABAg
@alexshi1962,"Unfortunately, there is no vaccine",659,2021-08-06T18:10:06Z,UgzVqLDQKX1UlSFTUBN4AaABAg
@DurpeeSlurpee,Ah the good ol days when we just needed to flatten the curve,1535,2021-08-06T00:52:21Z,UgwWyBbCk1914RCA9Nl4AaABAg
@oneofthelastsurvivingdoges8832,I remember reading a news article about some strange flu that had infected 14 people in China. Surreal...,646,2021-07-29T11:27:08Z,Ugy1H-VKyh9c_ch25P14AaABAg
@RaskaTheFurry,"It would be interesting to make this sort of a video again after a year, to see what actually changed and how our understanding of the virus changed.",191,2021-07-26T07:23:22Z,Ugwfs6fOfd6oVoaN9j54AaABAg
@Rabidchu,Can we get a part 2 to this video so that we can see what weve learned since this video was published?,8554,2021-07-16T16:52:05Z,UgzNAYYUBqbxOGVSItN4AaABAg
@The_Horizon,spoiler alert this is a pandemic that went down in the history books,9625,2021-07-09T09:01:35Z,Ugw3_t-yZ_Kr_cW03td4AaABAg
@badobedooop,Lets appreciate how Kurzgesagt included subtitles in many languages just to educate people all over the world about coronavirus.,3884,2021-07-08T17:03:46Z,Ugw7-CBNWRxmPW1LhGN4AaABAg
@rudragobindadeb5256,1 year 2 months after kurgzgesagt releasing the video,984,2021-06-17T04:06:36Z,Ugxcw4wR2ZIVkE89rGZ4AaABAg
@iSkeleton,"Well its been over a year and I can say that the general population handled it poorly, but healthcare workers, essential workers, and scientists worked their asses off and Im grateful for them.",301,2021-06-14T02:17:50Z,UgyhRwS1Cwx74S0xaxt4AaABAg
@minecraftmasters2718,If only politicians watched Kurzgesagt.,908,2021-05-25T15:04:48Z,Ugxzv4gklMVMvVwZOeB4AaABAg
@thejadedcommenter7371,Its been a year and all of this information is still depressingly relevant.,309,2021-05-24T02:48:02Z,Ugyo28Xi1fkI5SnERg14AaABAg
@dragonstormer115,This video is the equivalent of getting all the testanswers for an exam and still failing horribly.,887,2021-05-21T13:37:52Z,Ugx-Cg8gwazIWeBcugJ4AaABAg
@1984Phalanx,A slow pandemic wont be remembered by the history books.,480,2021-05-15T22:16:25Z,Ugw-WgSS7_CdMervnwJ4AaABAg
@daxshell242,a year later i am still having to share this video with people to explain how it works. this video should have 7 billion views.,588,2021-04-27T17:47:37Z,UgzRfK4yXlTeoWT7MFJ4AaABAg
@jakenguyen1150,1. Not getting infected,703,2021-04-24T14:22:18Z,Ugyhid77VA4yena7FfB4AaABAg
@mavvii.,"Everyone who sees this, please pray for my fathers health and fast recovery, hes my everything! Im only 15 years old and I desperately want him to be healthy again.",165,2021-04-23T21:58:52Z,UgzSsiWFhpIjE-D0YN14AaABAg
@federicoformenti9723,"They made subtitles in 89 languages... really thank you, Kurzgesagt",3095,2021-04-17T09:06:34Z,Ugxq_ZJPfYeJX2fEFc54AaABAg
@theworldwrecker,"When they say, flatten the curve, they meant along the xaxes. Not the y!",537,2021-03-31T06:54:05Z,UgyleTV9kv9zaTn5-s94AaABAg
@authenticNL2,"If they start fast with a steep slope, they end badly.",247,2021-03-29T02:40:03Z,UgzyB0-pxvz13tnFZnR4AaABAg
@gigerin4848,I lost my father to this damn disease... And to think he didnt make it one month to the distribution of vaccine in my country is just disheartening,217,2021-03-19T20:26:59Z,UgwvSrnWXM2c0uboflx4AaABAg
@x_xenvy1251,I already feel kinda old looking at this video exactly 1 year later.,206,2021-03-19T19:00:05Z,UgyCO8hhQzZJXwCie0h4AaABAg
@CephalonBread,This is the slowest fast pandemic I have ever seen.,1382,2021-03-19T14:51:09Z,UgyxV1pQNGTCJMkw5a14AaABAg
@kurzgesagt,Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love.,4833,2021-03-18T16:49:11Z,Ugx8copKSz6iuVkm2P54AaABAg
@ckretlow3243,Hi. Future man here. We had a fast pandemic. People also think the virus is fake.,2164,2021-03-10T07:23:17Z,UgzobL8KaVY3HOCgGvt4AaABAg
@lapissed9620,They made this video faster than our own countrys government made a response on covid,10057,2021-03-07T14:26:47Z,Ugy8hh9LFXVVJGFaEjx4AaABAg
@notfiction9241,Kinda a shame that the UK government didnt watch this video 11 months ago.,345,2021-03-06T17:29:03Z,UgyoPRxKw7JYWWtmTkV4AaABAg
@amongo2119,I cant believe this was published almost a year ago,5675,2021-03-06T16:50:51Z,Ugzlchpz5rOm78vN4-54AaABAg
@alexthorpe8716,its sad watching this now. Virtually everything you said about a fast pandemic actually happened in alot of places because alot of people didnt social distance and still wont,311,2021-03-05T14:29:55Z,UgxJ0-9hZZMSEBjGvDh4AaABAg
@thatguynickolai9462,Its been almost a full year and quarantine is STILL A THING,1529,2021-03-04T03:12:47Z,UgyJ5otbl_2Ant4fEeJ4AaABAg
@Chthonian121,COVID19 You will replicate me then selfdestruct,501,2021-03-03T10:41:24Z,Ugy_1m59KaKnOq_PcDl4AaABAg
@KhaledH0,It will be either a fast spread or a slow spread,609,2021-02-28T15:31:11Z,UgzxnEbd908olqxr1e14AaABAg
@jenniferchunias3519,Well its for sure COVID will be remembered in history books,3470,2021-02-11T02:40:26Z,UgySToHQuRKPDpkLSAR4AaABAg
@Only3PixelsinTotal,Bruh we unlocked the bad ending,744,2021-02-09T17:52:20Z,UgznSVls617HXoNBmT14AaABAg
@yoboikamil525,people with a fever  I should stay in bed.,365,2021-02-06T13:06:37Z,Ugxc_GwHTcCX-isxnaF4AaABAg
@aariana3655,2019 Stay away from negative people,2947,2021-01-23T03:45:18Z,UgyrTv6meO7pPqcRGth4AaABAg
@lucasgamesalot6658,The early days of the outbreak  Thinking about this in winter 2021,264,2021-01-21T12:15:47Z,UgxCu_WfcSyfieuvigV4AaABAg
@kiwiqr7695,this video taught me more about covid than the government ever would,2708,2021-01-16T02:36:47Z,UgzhTt8Eglz4gDlpCEh4AaABAg
@jackwraith3504,"shocking to see that 13 thousand people actually disliked the video, might be the brain damage caused by injection of bleach.",675,2021-01-12T11:14:10Z,UgzfNLZ_WP9GiYapCbV4AaABAg
@TIDE-mf2xf,Hey future generation when this gets recommended to you,534,2021-01-08T04:39:36Z,Ugx5fPye3fdcEtJQ3eh4AaABAg
@alexchomp,"There are two possible outcomes, a fast pandemic and a slow pandemic.",864,2021-01-04T01:13:45Z,Ugzzd0MwxFJywZCrLvR4AaABAg
@StunningPro,I cant wait for the whos here after corona comments.,6103,2020-12-24T03:27:48Z,UgwSQslzEGlkdmXDcpZ4AaABAg
@Sidthesexiest,Science We have a vaccine ready for the worlds 1,374,2020-12-21T11:15:43Z,UgzeMsjgUCsvFOt3mIl4AaABAg
@mig56700,Kurtzgesagt We should all have input for a SLOW pandemic.,308,2020-12-20T06:14:14Z,Ugw8SwTZZvR2PS-Voop4AaABAg
@FlinnyWinny,"If its a slow pandemic, it might not even be remembered in history books.",3114,2020-12-15T12:03:12Z,UgyEaqNG6mrF51CbpJx4AaABAg
@davidsstalidzans2167,"Man, if only we had this valuable info back in spring.. oh wait..",625,2020-12-09T13:04:20Z,Ugy6eYxlWdwbyKrlC9N4AaABAg
@dabush.,Kurzgegat Stay at home to cause a slow pandemic and save us al,342,2020-12-09T01:37:13Z,UgwH4UNaW5ZNXhSl-G14AaABAg
@clayrivera2710,Sad to see this 8 months later and people are still stupid af...,2968,2020-11-27T03:03:01Z,UgwGeBvW-YTGU3M_Egx4AaABAg
@mahnoors3901,This guy explains things much better than my teachers.,2397,2020-11-16T15:14:44Z,Ugz8_6PmcYb9pAQpnUV4AaABAg
@bigquestiongaming2324,"Social distancing, not a nice thing, but a nice thing to do.",259,2020-11-15T13:30:14Z,Ugy0WKY0kUNasvdDIC94AaABAg
@Tearcane,Kinda hard to stop it from spreading if idiots think it is fake.,298,2020-10-25T07:44:37Z,UgyN1m8_FDNLKcKhpDp4AaABAg
@tesladrew2608,You could say... It went viral,458,2020-10-16T07:59:42Z,UgyCtSFh-mfDvUhk29h4AaABAg
@ValliantPoppys,This could be a fast or slow pandemic,1046,2020-10-13T00:05:19Z,UgxoQYPjKkztnwXVdQt4AaABAg
@galacticgamingrl8750,Quarantines are not great to experience,259,2020-10-10T17:13:17Z,Ugy6mlA6gs7Lfevxihh4AaABAg
@l1ghtd3m0n3,Slow curve is better,2615,2020-10-06T14:40:41Z,Ugz2xcoXioE-h4Gakzh4AaABAg
@husamabuzina1331,"Trust me, In the future we will see comments like",3419,2020-09-29T14:55:14Z,Ugx-HhalWTzaU0avgpl4AaABAg
@Mono_Autophobic,Remember the 0.01 germ escaped from soap?,239,2020-09-20T06:39:09Z,UgydwBk6HnDZN1AV9rZ4AaABAg
